TYPE	text	text	text	integer	text	float	float	text	integer	text	text	integer	integer	integer	integer	float	float	float	float	float	float	text	text	text	text	text	text	text	text	text	text	text	integer	integer	integer
FEPARAMS	Protocol_Name	Protocol_date	Scan_ScannerName	Scan_NumChannels	Scan_Date	Scan_MicronsPerPixelX	Scan_MicronsPerPixelY	Scan_OriginalGUID	Scan_NumScanPass	Grid_Name	Grid_Date	Grid_NumSubGridRows	Grid_NumSubGridCols	Grid_NumRows	Grid_NumCols	Grid_RowSpacing	Grid_ColSpacing	Grid_OffsetX	Grid_OffsetY	Grid_NomSpotWidth	Grid_NomSpotHeight	Grid_GenomicBuild	FeatureExtractor_Barcode	FeatureExtractor_Sample	FeatureExtractor_ScanFileName	FeatureExtractor_ArrayName	FeatureExtractor_ScanFileGUID	FeatureExtractor_DesignFileName	FeatureExtractor_ExtractionTime	FeatureExtractor_UserName	FeatureExtractor_ComputerName	FeatureExtractor_Version	FeatureExtractor_IsXDRExtraction	FeatureExtractor_ColorMode	FeatureExtractor_QCReportType
DATA	miRNA_107_Sep09 (Read Only)	29-Sep-2009 12:14	Agilent Technologies Scanner G2505C US85003611	1	10-15-2010 14:19:34	5	5	c32e8f8b-9f1a-43dd-ac01-e5dc549feeb5	1	021827_D_F_20091031	31-Oct-2009 00:00	1	1	192	82	73.3235	63.5	0	36.6617	65	65	hg18:NCBI36:Mar2006	252182713860_2_2		E:\miR FE107_HH\miR991013\252182713860 hsa miR R12\\US85003611_252182713860_S01_H.tif	US85003611_252182713860_S01_H	c50877b6-96de-42b9-8a27-7628cb76c430	021827_D_F_20091031.xml	15-Oct-2010 15:04:53	Administrator	ANALYSIS-X64	10.7.3.1	1	0	2
*
TYPE	float	float	float	integer	integer	float	float	float	integer	float	float	float	integer	float	float	integer	integer	integer	integer	integer	float	float	float	integer	float	float	float	float	float	integer	integer	float	float	float	float	float	integer	float	float	float	float	integer	float	float	float	float	float	integer	float	float	float	float	float	float	float	integer	float	integer	float	float	float	float	integer	float	float	text	float	float	float	float	float	float	float	float	float	float	integer	integer	integer	integer	float	float	float	integer	float	integer	text	float	float	integer	float	float	float	float	float	float	boolean	float	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean
STATS	gDarkOffsetAverage	gDarkOffsetMedian	gDarkOffsetStdDev	gDarkOffsetNumPts	gSaturationValue	gAvgSig2BkgeQC	gAvgSig2BkgNegCtrl	gRatioSig2BkgeQC_NegCtrl	gNumSatFeat	gLocalBGInlierNetAve	gLocalBGInlierAve	gLocalBGInlierSDev	gLocalBGInlierNum	gGlobalBGInlierAve	gGlobalBGInlierSDev	gGlobalBGInlierNum	gNumFeatureNonUnifOL	gNumPopnOL	gNumNonUnifBGOL	gNumPopnBGOL	gOffsetUsed	gGlobalFeatInlierAve	gGlobalFeatInlierSDev	gGlobalFeatInlierNum	AnyColorPrcntFeatNonUnifOL	AnyColorPrcntBGNonUnifOL	AnyColorPrcntFeatPopnOL	AnyColorPrcntBGPopnOL	TotalPrcntFeatOL	gNumNegBGSubFeat	gNonCtrlNumNegFeatBGSubSig	gSpatialDetrendRMSFit	gSpatialDetrendRMSFilteredMinusFit	gSpatialDetrendSurfaceArea	gSpatialDetrendVolume	gSpatialDetrendAveFit	gNonCtrlNumSatFeat	gNonCtrl99PrcntNetSig	gNonCtrl50PrcntNetSig	gNonCtrl1PrcntNetSig	gNonCtrlMedPrcntCVBGSubSig	gCtrleQCNumSatFeat	gCtrleQC99PrcntNetSig	gCtrleQC50PrcntNetSig	gCtrleQC1PrcntNetSig	geQCMedPrcntCVBGSubSig	geQCSig2BkgLow2	gNegCtrlNumInliers	gNegCtrlAveNetSig	gNegCtrlSDevNetSig	gNegCtrlAveBGSubSig	gNegCtrlSDevBGSubSig	gAveNumPixOLLo	gAveNumPixOLHi	gPixCVofHighSignalFeat	gNumHighSignalFeat	AddErrorEstimateGreen	TotalNumFeatures	ROIHeight	ROIWidth	CentroidDiffX	CentroidDiffY	NumFoundFeat	MaxNonUnifEdges	MaxSpotNotFoundEdges	eQCLowSigName2	gNonCtrl50PrcntBGSubSig	gCtrleQC50PrcntBGSubSig	gOutlierFlagger_Auto_FeatB_Term	gOutlierFlagger_Auto_FeatC_Term	gOutlierFlagger_Auto_BgndB_Term	gOutlierFlagger_Auto_BgndC_Term	OutlierFlagger_FeatChiSq	OutlierFlagger_BgndChiSq	gXDRLowPMTSlope	gXDRLowPMTIntercept	GriddingStatus	IsGoodGrid	NumGeneNonUnifOL	TotalNumberOfReplicatedGenes	gMultDetrendMeanSignalDifference	EffectiveFeatureSizeFraction	FeatureUniformityAnomalyFraction	UsedDefaultEffectiveFeatureSize	gPercentileIntensityProcessedSignal	ExtractionStatus	QCMetricResults	gTotalSignal99pctile	gTotalSignal75pctile	gNonCtrlNumWellAboveBG	gdmr285GeneSignal	gdmr31aGeneSignal	gdmr6GeneSignal	gdmr3GeneSignal	gdmr6ProbeRatio	gdmr3ProbeRatio	GridHasBeenOptimized	gNegCtrlSpread	Metric_IsGoodGrid	Metric_IsGoodGrid_IsInRange	Metric_AddErrorEstimateGreen	Metric_AddErrorEstimateGreen_IsInRange	Metric_AnyColorPrcntFeatPopnOL	Metric_AnyColorPrcntFeatPopnOL_IsInRange	Metric_gNonCtrlMedPrcntCVBGSubSig	Metric_gNonCtrlMedPrcntCVBGSubSig_IsInRange	Metric_gTotalSignal75pctile	Metric_gTotalSignal75pctile_IsInRange	Metric_LabelingSpike-InSignal	Metric_LabelingSpike-InSignal_IsInRange	Metric_HybSpike-InSignal	Metric_HybSpike-InSignal_IsInRange	Metric_StringencySpike-InRatio	Metric_StringencySpike-InRatio_IsInRange
DATA	7.98175	7.98175	1.85953	0	1283278	12.6651	2.24236	5.64811	0	18.3466	26.3284	1.60644	15739	26.3284	1.60644	15739	1	1046	0	0	7.98175	724.649	5442.64	14692	0.00635364	0	6.64591	0	0.00665602	6393	6331	1.34051	2.46281	1.00664	2.31089	46.1631	0	9117.23	39.7058	30.2058	5.21285	0	2119.07	103.449	61.9576	4.69498	18.4948	421	40.9742	2.01378	2.80385	2.07461	0.38573	0.919499	0.0882797	333	2.46281	15739	4.40727	7.61817	1.13327	1.18478	15204	0	0.0487805	dmr_285_18	1.49323	65.6849	950.154	89.6639	76.0909	27.1597	1.94517	2.27972	19.586	-133.22	0	1	0	2689	0	0.61115	1	0	27.5877	1	ExtractionEvaluate	8643.35	30.5453	4815	3.56733	2.96463	2.12437	2.04881	0.535335	0.711919	0	6.23203	1	1	2.46281	1	6.64591	1	5.21285	1	30.5453	1	3.26598	1	2.08659	0	0.711919	1
*
TYPE	integer	integer	integer	integer	integer	text	text	float	float	float	float	float	float	float	boolean	boolean	boolean	boolean	boolean	boolean	boolean	float	boolean	boolean	float	float	float	float	float	float	boolean
FEATURES	FeatureNum	Row	Col	SubTypeMask	ControlType	ProbeName	SystematicName	PositionX	PositionY	gProcessedSignal	gProcessedSigError	gMedianSignal	gBGMedianSignal	gBGPixSDev	gIsSaturated	gIsLowPMTScaledUp	gIsFeatNonUnifOL	gIsBGNonUnifOL	gIsFeatPopnOL	gIsBGPopnOL	IsManualFlag	gBGSubSignal	gIsPosAndSignif	gIsWellAboveBG	SpotExtentX	gBGMeanSignal	gTotalProbeSignal	gTotalProbeError	gTotalGeneSignal	gTotalGeneError	gIsGeneDetected
DATA	1	1	1	0	1	miRNABrightCorner30	miRNABrightCorner30	3509.12	2724.64	1.566753e+003	1.566947e+002	1627	22	5.551686e+000	0	0	0	0	0	0	0	1566.75	1	1	55.5662	22.0313	1031.01	103.292	1031.01	103.292	1
DATA	2	1	2	66	1	DarkCorner	DarkCorner	3534.51	2724.37	5.793762e-001	2.463492e+000	47	22	5.438944e+000	0	0	0	0	0	0	0	0.579376	0	0	51.0895	22.5541	4.21701	4.37556	0.1	1	0
DATA	3	1	3	0	0	A_25_P00015264	hsa-miR-720	3559.91	2724.61	1.195925e+004	1.195928e+003	12085.5	21	5.573040e+000	0	0	0	0	0	0	0	11959.3	1	1	57.259	22.0268	6807	680.931	25980.2	2036.97	1
DATA	4	1	4	0	0	A_25_P00011633	hsa-miR-587	3585.37	2725.01	-8.155594e+000	2.462811e+000	38	22	5.531095e+000	0	0	0	0	0	0	0	-8.15559	0	0	47.2035	22.1431	-1.39763	0.665939	0.1	1	0
DATA	5	1	5	0	0	A_25_P00014956	hsa-miR-1236	3610.71	2724.16	-3.694685e+000	2.462811e+000	44	22	5.372767e+000	0	0	0	0	0	0	0	-3.69468	0	0	45.835	22.2673	-0.155297	0.666972	0.1	1	0
DATA	6	1	6	0	0	A_25_P00011449	hsa-miR-607	3635.97	2724.77	-7.622828e+000	2.462811e+000	40	22	5.421676e+000	0	0	0	0	0	0	0	-7.62283	0	0	45.4864	22.1431	-1.19573	0.665939	0.1	1	0
DATA	7	1	7	0	0	A_25_P00015155	hsa-miR-1253	3661.95	2724.4	-6.292087e+000	2.462811e+000	39	22	4.831994e+000	0	0	0	0	0	0	0	-6.29209	0	0	49.1849	21.8709	-1.61811	0.832424	0.1	1	0
DATA	8	1	8	0	0	A_25_P00013991	hsa-miR-369-3p	3687.53	2724.51	-4.541345e-001	2.462811e+000	44	22	5.282421e+000	0	0	0	0	0	0	0	-0.454135	0	0	49.8279	22.4	-0.565897	1.33188	0.1	1	0
DATA	9	1	9	0	0	A_25_P00011357	hsa-miR-657	3712.95	2724.41	-5.241582e+000	2.462811e+000	40	22	5.199584e+000	0	0	0	0	0	0	0	-5.24158	0	0	49.5074	22.2771	-1.06508	0.665939	0.1	1	0
DATA	10	1	10	0	0	A_25_P00012539	hsa-miR-526b	3738.05	2724.25	-3.604214e+000	2.462811e+000	43	22	5.445102e+000	0	0	0	0	0	0	0	-3.60421	0	0	44.7812	22.5933	-0.605235	1.33199	0.1	1	0
DATA	11	1	11	0	0	A_25_P00012520	hsa-miR-515-3p	3763.28	2724.48	9.694575e-001	2.464718e+000	46.5	23	5.527831e+000	0	0	0	0	0	0	0	0.969457	0	0	47.8731	22.9598	1.06099	1.34393	0.1	1	0
DATA	12	1	12	0	0	A_25_P00011626	hsa-miR-586	3788.55	2724.76	-2.078659e+000	2.462811e+000	44.5	23	5.487253e+000	0	0	0	0	0	0	0	-2.07866	0	0	49.1849	23.1255	-0.891234	0.665939	0.1	1	0
DATA	13	1	13	0	0	A_25_P00010708	hsa-miR-485-5p	3814.31	2724.68	-5.411570e+000	2.462811e+000	39	22	5.041339e+000	0	0	0	0	0	0	0	-5.41157	0	0	48.2044	22.5977	-1.72456	0.998908	0.1	1	0
DATA	14	1	14	0	0	A_25_P00011112	hsa-miR-507	3839.66	2724.6	7.707806e-001	2.464016e+000	46	23	4.947629e+000	0	0	0	0	0	0	0	0.770781	0	0	47.8731	22.6105	0.0436533	1.33236	0.1	1	0
DATA	15	1	15	0	0	A_25_P00013618	hsa-miR-551b*	3865.08	2724.33	-5.516509e+000	2.462811e+000	40	23	5.202311e+000	0	0	0	0	0	0	0	-5.51651	0	0	49.1849	22.7283	-1.94925	0.665939	0.1	1	0
DATA	16	1	16	0	0	A_25_P00010670	hsa-miR-326	3890.34	2724.49	6.065687e+000	2.536407e+000	50	22	5.529706e+000	0	0	0	0	0	0	0	6.06569	1	0	49.8279	22.0489	2.79951	0.880385	17.5396	1.91748	1
DATA	17	1	17	0	0	A_25_P00012491	hsa-miR-146b-3p	3915.9	2724.17	-3.516055e+000	2.462811e+000	42	21.5	5.321710e+000	0	0	0	0	0	0	0	-3.51605	0	0	44.4243	22.0299	-0.710682	0.665939	0.1	1	0
DATA	18	1	18	0	0	A_25_P00015050	hsa-miR-1283	3940.58	2724.9	-8.046006e+000	2.462811e+000	38	22	5.782054e+000	0	0	0	0	0	0	0	-8.04601	0	0	48.2044	22.4359	-1.66927	0.832424	0.1	1	0
DATA	19	1	19	0	0	A_25_P00010807	hsa-miR-622	3966.25	2724.56	1.916972e+001	3.120932e+000	62	23	5.611969e+000	0	0	0	0	0	0	0	19.1697	1	1	48.5334	22.8402	8.57862	1.32236	29.2908	2.30374	1
DATA	20	1	20	0	0	A_25_P00012712	hsa-miR-556-5p	3992.26	2724.53	-3.593184e+000	2.462811e+000	41	22	5.554443e+000	0	0	0	0	0	0	0	-3.59318	0	0	46.1809	22.4636	-0.749377	0.665939	0.1	1	0
DATA	21	1	21	0	0	A_25_P00013670	hsa-miR-708*	4017.44	2724.22	-3.813091e+000	2.462811e+000	38	22	5.209468e+000	0	0	0	0	0	0	0	-3.81309	0	0	49.8279	22.0676	-0.823976	0.665939	0.1	1	0
DATA	22	1	22	0	0	A_25_P00011318	hsa-miR-555	4043.12	2724.23	-1.831126e+000	2.462811e+000	40.5	22	5.427660e+000	0	0	0	0	0	0	0	-1.83113	0	0	49.8279	22.1702	-0.45981	0.665939	0.1	1	0
DATA	23	1	23	0	0	A_25_P00013353	hsa-miR-223*	4068.04	2724.21	-2.148266e+000	2.462811e+000	43	22	5.096550e+000	0	0	0	0	0	0	0	-2.14827	0	0	46.8651	22.5525	-0.314942	0.666765	6.22748	1.04855	1
DATA	24	1	24	0	0	A_25_P00010368	hsa-miR-346	4093.17	2724.04	1.794698e+000	2.469341e+000	46	22	5.105677e+000	0	0	0	0	0	0	0	1.7947	0	0	46.8651	22.4199	1.01641	0.842257	0.1	1	0
DATA	25	1	25	0	0	A_25_P00010981	hsa-miR-135a	4118.81	2724.49	-1.964215e+000	2.462811e+000	42	21	5.382122e+000	0	0	0	0	0	0	0	-1.96422	0	0	47.2035	22.0753	1.36011	1.34871	0.1	1	0
